Variants,Redewendung,Bedeutung,Beispiele
['schwarzes Schaf'],schwarzes Schaf,"derjenige in einer Gruppe, der sich nicht einordnet, der unangenehm auffällt","['Seine Cousine war schon immer das schwarze Schaf der Familie. sind manchmal achtzig, manchmal hundert Leute im Laden, dass da mal ein schwarzes Schaf dabei ist, das lässt sich gar nicht vermeiden.']"
"['die Schafe von den Böcken scheiden', 'die Schafe von den Böcken trennen']",die Schafe von den Böcken scheiden/trennen,die Guten von den Bösen unterscheiden,['Wie soll man bei der Rasselbande die Schafe von den Böcken scheiden – da ist einer so schlimm wie der andere.']
"['sein Schäfchen ins Trockene bringen', 'seine Schäfchen ins Trockene bringen']",sein/seine Schäfchen ins Trockene bringen,"sich großen Gewinn, große Vorteile verschaffen","['Wir brauchen wirklich Orientierung, mehr Miteinander und mehr Solidarität und nicht, dass jeder in seinen Egoismus flüchtet und sieht, wie er seine Schäfchen ins Trockene bringt', 'Statt die eigenen Schäfchen ins Trockene zu bringen, sollten Aufsichtsräte die Insolvenz aktiv abwenden']"
"['sein Schäfchen im Trockenen haben', 'seine Schäfchen im Trockenen haben']",sein/seine Schäfchen im Trockenen haben,"sich großen Gewinn, große Vorteile verschafft haben","['Die Hintermänner des Finanzskandals hatten ihr Schäfchen längst im Trockenen, als der Schaden bekannt wurde.', 'Nachdem die Reichen ihre Schäfchen im Trockenen hätten, würde nun den Ärmsten das Notwendigste weggenommen.']"
"['für etwas wie geschaffen sein', 'zu etwas wie geschaffen sein']",für/zu etwas wie geschaffen sein,"für etwas besonders geeignet, ideal sein","['Das Material ist für diesen Zweck wie geschaffen. Er war wie geschaffen zum Gardeoffizier.', 'Die frühere Kuhmagd schien für den Wärter wie geschaffen.']"
"['für etwas nicht geschaffen sein', 'zu etwas nicht geschaffen sein']",für/zu etwas nicht geschaffen sein,"mit etwas Schwierigkeiten haben, nicht zurechtkommen","['Zum Leben auf dem Land ist sie einfach nicht geschaffen.', 'Sie waren beide für die Ehe nicht geschaffen.']"
['jemandem zu schaffen machen'],jemandem zu schaffen machen,"jemandem Schwierigkeiten, Mühe bereiten","['Der Mittelgewichtsmeister traf bereits in der Vorrunde auf einen Gegner, der ihm schwer zu schaffen machte. nur seine Augen machten ihm ständig zu schaffen, er war die viele Helligkeit ringsum nicht gewöhnt.']"
['jemandem zu schaffen machen'],jemandem zu schaffen machen,"jemanden seelisch belasten, jemandem Sorge bereiten","['Der Misserfolg hat ihr ganz schön zu schaffen gemacht.', 'Aber dieser schneidende und bohrende Schmerz in der rechten Leiste machte ihm arg zu schaffen.']"
['sich zu schaffen machen'],sich zu schaffen machen,irgendeine Tätigkeit ausführen; hantieren,"['Statt auf Ulrichs Frage zu antworten, hatte sie sich im Zimmer zu schaffen gemacht', 'Sie begaben sich in mein Arbeitszimmer und machten sich an der Bibliothek zu schaffen']"
"['etwas mit jemandem, etwas zu schaffen haben', 'nichts mit jemandem, etwas zu schaffen haben']","etwas/nichts mit jemandem, etwas zu schaffen haben","mit jemandem zu tun haben, von etwas betroffen, an etwas beteiligt sein","['Mit den Behörden will der Durchschnittsbürger nach Möglichkeit nichts zu schaffen haben. Was habe ich mit den Problemen anderer Leute zu schaffen?', 'Aber ich warne Sie, erzählen Sie mir bitte nicht, dass Sie etwas mit dem Toten zu schaffen hätten.']"
"['sich in Schale werfen', 'sich in Schale schmeißen']",sich in Schale werfen/schmeißen,sich besonders fein anziehen,"['Der Rosengarten wird dafür festlich dekoriert und farbenfroh, so wie sich auch die Besucher meisterhaft in Schale werfen sollen', 'Die Lessing-Gymnasiasten haben sich für die Jugendweihe mächtig in Schale geschmissen']"
['in Schale sein'],in Schale sein,besonders fein angezogen sein,"['Na, ihr seid ja alle schon in Schale – dann kanns von mir aus sofort losgehen. Äußerlich gehört Pinneberg nicht zu ihnen, ist fein in Schale.']"
"['in einer rauen Schale steckt oft ein guter Kern; in einer harten Schale steckt oft ein weicher Kern', 'hinter einer rauen Schale steckt oft ein guter Kern; in einer harten Schale steckt oft ein weicher Kern']",in/hinter einer rauen Schale steckt oft ein guter Kern; in einer harten Schale steckt oft ein weicher Kern,"jemand, der abweisend und schroff wirkt, ist in Wahrheit oft sehr gutherzig und hilfsbereit.",x
"['die Schale des Spottes, Zorns über jemanden ausgießen', 'die Schale seines Spottes, Zorns über jemanden ausgießen', 'die Schale des Spottes, Zorns über jemandem ausgießen', 'die Schale seines Spottes, Zorns über jemandem ausgießen']","die Schale des/seines Spottes, Zorns über jemanden, über jemandem ausgießen","jemanden verspotten, seinen Zorn spüren lassen",['Entsprechend gießt der Philosoph die Schale seines Spottes über die Gewissenhaften aus. Warum gießt der Bundesgerichtshof die ganze Schale seines Zorns über die Massentierhaltung aus und nicht auch.']
"['jemandem sitzt der Schalk im Nacken', 'jemandem sitzt der Schalk hinter den Ohren', 'jemandem sitzt der Schelm im Nacken', 'jemandem sitzt der Schelm hinter den Ohren', 'jemand hat den Schalk im Nacken', 'jemand hat den Schalk hinter den Ohren', 'jemand hat den Schelm im Nacken', 'jemand hat den Schelm hinter den Ohren']",jemandem sitzt der Schalk/der Schelm im Nacken/hinter den Ohren; jemand hat den Schalk/den Schelm im Nacken/hinter den Ohren,jemand ist zu Späßen aufgelegt,"['Ihrem Onkel saß wieder einmal der Schalk im Nacken. Ich glaub dir kein Wort, dir sitzt der Schelm hinter den Ohren!', 'Er hats im kleinen Finger und den Schalk im Nacken.']"
['Schall und Rauch sein'],Schall und Rauch sein,"vergänglich, ohne Bedeutung sein","['Die großen Worte, all die Versprechungen und Beteuerungen der Politiker waren Schall und Rauch – nichts ist davon geblieben.', 'Diverse Hitze-Rekorde hatte Wetter-Experte Karl-Josef Linden am Mittwoch verkündet – und gleich darauf hingewiesen, dass die am Donnerstag wohl schon Schall und Rauch sein dürften.']"
"['jemandem eine schallen', 'jemandem eine schallern']",jemandem eine schallen/schallern,jemandem eine Ohrfeige geben,"['Ich hab ihm aber eine geschallert, der liegt noch auf dem Hof!', 'Poche hatte Ralf schon letztes Jahr ’n paar geschallert']"
"['eine geschallt kriegen', 'eine geschallert kriegen']",eine geschallt/geschallert kriegen,eine Ohrfeige bekommen,"['Als er sich einen unverschämten Kommentar erlaubte, bekam er eine geschallert.']"
['schalten und walten'],schalten und walten,"nach eigenem Belieben verfahren, handeln","['In dieser Abteilung können Sie nicht einfach schalten und walten, wie es Ihnen beliebt, hier müssen Sie sich in ein Team einordnen! auf westlicher Seite, wo ich ja mehr oder weniger frei schalten und walten konnte.']"
['alle Schaltjahre'],alle Schaltjahre,sehr selten,"['Wozu brauchen wir ein Gästezimmer, wenn wir nur alle Schaltjahre mal Besuch bekommen?']"
"['zu jeder Schandtat bereit sein', 'zu allen Schandtaten bereit sein']",zu jeder Schandtat/zu allen Schandtaten bereit sein,"bereit sein, alles an Vergnügungen mitzumachen, mit zu unternehmen, was andere vorschlagen","['Ich bin zu jeder Schandtat bereit – von mir aus können wir alle Kneipen der Stadt begutachten!', 'Er, 25, humorvoll, unternehmungslustig, reisefreudig, zu allen Schandtaten bereit, sucht Sie.']"
"['sein Leben für jemanden in die Schanze schlagen', 'sein Leben für etwas in die Schanze schlagen']","sein Leben für jemanden, etwas in die Schanze schlagen","sein Leben für jemanden, etwas einsetzen","['Er wäre bereit gewesen, für diese Frau sein Leben in die Schanze zu schlagen.']"
"['in hellen Scharen', 'in hellen Haufen']",in hellen Scharen/Haufen,in großer Anzahl,['Vor allem war die Dorfbevölkerung in hellen Scharen von allen Seiten herbeigeströmt.']
['allzu scharf macht schartig'],allzu scharf macht schartig,übertrieben strenges Vorgehen schadet nur,"['Lassen Sie den Kindern ruhig einmal eine Gelegenheit, sich auszutoben; allzu scharf macht schartig.']"
"['auf jemanden scharf sein', 'auf etwas scharf sein']","auf jemanden, etwas scharf sein","jemanden, etwas heftig begehren","['Trotzdem scheint es eine Menge Interessenten zu geben, die scharf auf den ehrenamtlichen Job sind, den die Flughafengesellschaft FBB jetzt anbietet.']"
['nicht scharf auf etwas sein'],nicht scharf auf etwas sein,"etwas vermeiden wollen, lieber nicht haben, machen wollen",['Auf diese Art von Tätigkeit bin ich nicht scharf.']
"['scharf wie Nachbars Lumpi sein', 'scharf wie Paprika sein', 'scharf wie eine Rasierklinge sein', 'spitz wie Nachbars Lumpi sein', 'spitz wie Paprika sein', 'spitz wie eine Rasierklinge sein']",scharf/spitz wie Nachbars Lumpi/wie Paprika/wie eine Rasierklinge sein,begierig (auf sexuelle Betätigung) sein,"['Die Blonde tut ganz cool, aber in Wahrheit ist sie scharf wie eine Rasierklinge!', 'Der Läufer zum Beispiel ist auf den Sieg spitz wie Nachbars Lumpi.']"
['die Scharte auswetzen'],die Scharte auswetzen,den Fehler wiedergutmachen,"['Greifer dachte verbissen nach, fest entschlossen, die Scharte wieder auszuwetzen.']"
['Schas mit Quasteln'],Schas mit Quasteln,Ausdruck unwilliger Kritik und Abweisung,['Was du nicht redst! Schas mit Quasteln!']
['die Schatten der Vergangenheit'],die Schatten der Vergangenheit,"Vergangenes, das mit seinem negativen Aspekt bis in die Gegenwart nachwirkt","['Die Schatten der Vergangenheit legen sich über die Erziehung, das Heranwachsen, belasten die ohnehin schon schwierige Liebe zwischen Mutter und Tochter.']"
['ein Schatten fällt auf etwas'],ein Schatten fällt auf etwas,etwas wird durch negative Begleiterscheinungen beeinträchtigt,"['Sollte diese Symmetrie verletzt sein, so wäre das nicht etwa ein Manko der Natur. Stattdessen fiele ein Schatten auf alle Theorien, die diese Symmetrie zwingend voraussetzen.']"
"['der Schatten seiner selbst sein', 'ein Schatten seiner selbst sein']",der/ein Schatten seiner selbst sein,"stark abgemagert, sehr schwächlich sein",['Die Großmutter war schon damals nur noch ein Schatten ihrer selbst.']
"['der Schatten seiner selbst sein', 'ein Schatten seiner selbst sein']",der/ein Schatten seiner selbst sein,in der Leistung sehr nachgelassen haben,"['Der ehemalige Schachweltmeister ist nur noch ein Schatten seiner selbst, seit Monaten hat er kein wichtiges Turnier mehr gewonnen.']"
['jemandem wie ein Schatten folgen'],jemandem wie ein Schatten folgen,jemandem überallhin folgen,"['Es ist Ihre einzige Aufgabe, dem Botschafter wie ein Schatten zu folgen, sobald er das Haus verlässt.']"
"['einen Schatten auf etwas werfen', 'seinen Schatten auf etwas werfen']",einen/seinen Schatten auf etwas werfen,"etwas beeinträchtigen, in negativer Weise beeinflussen","['Im Rücken der Revolution stand noch das gigantische Ungeheuer des Krieges und warf seinen Schatten auf die Revolution. kann ich mich sehr genau an ihn erinnern, denn er warf seinen Schatten auf unsere Kindheit.']"
['seine Schatten vorauswerfen'],seine Schatten vorauswerfen,schon im Voraus Auswirkungen haben,['Die WienWahl im Herbst des kommenden Jahres wirft ihren Schatten voraus.']
['einen Schatten haben'],einen Schatten haben,geistig nicht ganz normal sein,"['Die hat ja wohl ’n Schatten, sich mit diesem Trittbrettfahrer zusammenzutun.']"
"['jemanden in den Schatten stellen', 'etwas in den Schatten stellen']","jemanden, etwas in den Schatten stellen","jemanden in seinen Leistungen, etwas an Qualität bei Weitem übertreffen","['Als Dramatiker stellt er alle zeitgenössischen Autoren in den Schatten.', 'Die Kriege der Zukunft werden darum an Furchtbarkeit unter Umständen alles bisher Dagewesene in den Schatten stellen.']"
['in jemandes Schatten stehen'],in jemandes Schatten stehen,"neben jemandem nicht zur Geltung kommen, unbeachtet bleiben",['Die jungen Spieler stehen natürlich immer ein wenig im Schatten der großen Stars ihrer Mannschaft.']
['über seinen Schatten springen'],über seinen Schatten springen,"über sich selbst hinauswachsen; etwas tun, was große Überwindung verlangt","['Ich hatte plötzlich gehofft, dass die Gewerkschaft endlich über ihren eigenen Schatten gesprungen wäre und die Angst vor ihrer eigenen Courage abgeworfen hätte.']"
['nicht über seinen Schatten springen können'],nicht über seinen Schatten springen können,"nicht anders handeln, sich verhalten können, als es dem eigenen Wesen oder der eigenen Gewohnheit entspricht","['Verfluchtes Ich, das nicht einmal in der Liebe und Sympathie über seinen eigenen Schatten springen kann!', 'aber ich kann doch nicht zugeben, dass ich mich geirrt habe. Ich kann nicht über meinen eigenen Schatten springen']"
['sich vor seinem eigenen Schatten fürchten'],sich vor seinem eigenen Schatten fürchten,überängstlich sein,"['Du hast vielleicht schwache Nerven, mein Junge, du fürchtest dich ja vor deinem eigenen Schatten! Ereignis, Licht.']"
"['auf der Schattenseite von etwas stehen', 'auf der Schattenseite von etwas leben']",auf der Schattenseite von etwas stehen/leben,vom Schicksal benachteiligt sein,"['Menschen, die auf der Schattenseite der Wohlstandsgesellschaft leben.']"
['sich glücklich schätzen'],sich glücklich schätzen,(über etwas Bestimmtes) sehr froh sein,"['Vierbein, der ahnte, dass er sich glücklich schätzen durfte, Schulz zuerst entronnen zu sein.']"
['etwas zu schätzen wissen'],etwas zu schätzen wissen,"etwas als schätzenswert anerkennen, ansehen","['Sie wusste seine Hilfsbereitschaft durchaus zu schätzen, zog es aber vor, die Sache allein zu erledigen.', 'Dummkopf du weißt dein Glück nicht zu schätzen.']"
"['eine Schau sein', 'die Schau sein']",eine/die Schau sein,"großartig, begeisternd sein","['Die Technoparty war die Schau!', 'Laura fing erst einen, dann noch einen Verkäufer ab. Allein wie sie das machte, ist eine Schau.']"
['jemandem die Schau stehlen'],jemandem die Schau stehlen,zu jemandes Nachteil an dessen Stelle in den Mittelpunkt des Interesses treten,"['Ein begabter junger Schauspieler hat in seiner Nebenrolle den beiden Altstars glatt die Schau gestohlen.', 'Auf der Fernsehmesse in Cannes stahlen die europäischen TV-Macher den Amerikanern die Schau und zeigten neues Selbstbewusstsein.']"
"['eine Schau abziehen', 'eine Schau machen', 'eine Show abziehen', 'eine Show machen', 'die Schau abziehen', 'die Schau machen', 'die Show abziehen', 'die Show machen', 'seine Schau abziehen', 'seine Schau machen', 'seine Show abziehen', 'seine Show machen']",eine/die/seine Schau/Show abziehen/machen,"sich in Szene setzen, sich aufspielen","['Jeder weiß, dass die Schau, die er abzieht, ein einziger Bluff ist', 'wie mag der innerlich gegrinst haben, während er seine Show abzog']"
['etwas zur Schau stellen'],etwas zur Schau stellen,"etwas ausstellen, öffentlich zeigen, sich öffentlich betrachten lassen",['In der Menagerie wurden Raubtiere aus Afrika und Asien zur Schau gestellt. Sie stellt sich in einem Nachtclub nackt zur Schau. die Leichname Lenins und Stalins zu konservieren und in gläsernen Särgen zur Schau zu stellen.']
['etwas zur Schau tragen'],etwas zur Schau tragen,"demonstrativ zeigen, unverhohlen erkennen lassen","['Noch trug er das starke Überlegenheitsgefühl des erfolgreichen Advokaten zur Schau', 'Ob sie gar etwa den ganzen guten Tag lang jammern und eine wehklagende Miene zur Schau tragen solle?']"
['schaun mer mal'],schaun mer mal,"mal sehen, mal abwarten!","['Wie ist das, wenn man ein paar Mal schaun mer mal brummt im Fernsehen, und plötzlich sagt kein Mensch mehr mal sehen, sondern schaun mer mal, sogar in Hamburg, Bremen und Berlin', 'Bitte keine Panik. Lasst das Ganze sich erst einmal ein wenig beruhigen in den nächsten Wochen und Monaten. Und dann schaun mer mal']"
"['jemandem von der Schaufel springen', 'einer Sache von der Schaufel springen']","jemandem, einer Sache von der Schaufel springen","jemandem, einer Sache entkommen","['wenig bekannte Aspekte des Atomteufels, dem wir schon öfter von der Schaufel gesprungen sind', 'Sollte Ihnen aber schon öfter eine Zufallsbekanntschaft von der Schaufel gesprungen sein, machen Sie irgendetwas falsch']"
['Schaum schlagen'],Schaum schlagen,prahlen,"['Wer nur Schaum schlägt und wer wirklich etwas kann, das wird sich bald zeigen.']"
['mit Schaum vor dem Mund'],mit Schaum vor dem Mund,sichtlich wütend,['Vielerorts mit Schaum vor dem Mund haben die Unternehmen der Heiztechnikbranche auf die aktuellen Angebote einiger Baumärkte reagiert.']
['mit gebremstem Schaum'],mit gebremstem Schaum,"eingeschränkt, gedrosselt; nicht mit voller Leistung","['Die Industrieländer müssen sich wohl auf ein Wachstum mit gebremstem Schaum einstellen.', 'Derzeit läuft die Stromproduktion in Mannheim ohnehin mit gebremstem Schaum. Wegen der sommerlichen Hitze und dem etwa 26 Grad warmen Rheinwasser erzeugt das Kraftwerk nur 85 Prozent der normalen Strommenge, um das Wasser des Flusses nicht weiter aufzuheizen.']"
