Variants,Redewendung,Bedeutung,Beispiele
"['jemandem, einer Sache vorbehalten sein', 'jemandem, einer Sache vorbehalten bleiben']","jemandem, einer Sache vorbehalten sein/bleiben","ausschließlich für jemanden, etwas bestimmt sein","['Das Stadion war früher internationalen Großveranstaltungen vorbehalten.', 'Zweifel am Sinn des Lebens jedenfalls sind nicht nur Intellektuellen vorbehalten', 'Die Debatte um die Zukunft Europas soll nicht allein Politikern und Experten vorbehalten bleiben']"
"['dicht vorbei ist auch daneben', 'knapp vorbei ist auch daneben']",dicht/knapp vorbei ist auch daneben,"Kommentar, wenn jemand etwas verfehlt","['Die richtige Antwort wäre 1749 gewesen, nicht 1748. Na ja, dicht vorbei ist auch daneben. aus.']"
"['jemanden, etwas in den Vordergrund rücken', 'jemanden, etwas in den Vordergrund stellen', 'jemanden, etwas in den Vordergrund schieben']","jemanden, etwas in den Vordergrund rücken/stellen/schieben","jemanden, etwas herausstellen","['Natürlich hat sie wieder nur ihre eigene Leistung in den Vordergrund gestellt. Zwei, drei kleinere Gangster wurden in den offiziellen Berichten in den Vordergrund geschoben, sodass die eigentlichen Drahtzieher weitgehend unbeachtet blieben.']"
"['in den Vordergrund treten', 'in den Vordergrund rücken']",in den Vordergrund treten/rücken,"bestimmend werden, sich deutlich bemerkbar machen","['Gegen Ende der Epoche treten ornamentale Elemente in der Architektur immer stärker in den Vordergrund.', 'Wenn einmal ein militärisches Disengagement durchgeführt worden ist, dann treten zwangsläufig wirtschaftliche Interessen in den Vordergrund.']"
"['sich in den Vordergrund drängen', 'sich in den Vordergrund schieben', 'sich in den Vordergrund spielen']",sich in den Vordergrund drängen/schieben/spielen,"sich bemerkbar machen, eine bestimmte Rolle nachdrücklich anstreben","['Mit ausgefallenen Ideen versuchte der junge Abgeordnete, sich in den Vordergrund zu drängen und die alten Parteiführer aus dem Sattel zu heben.', 'Schon damals hatte er durch seine pausenlose Arbeit, sein Wissen, seinen Verzicht auf alle Vergnügungen, aber auch durch seine Fähigkeit, sich in den Vordergrund zu spielen, ebenso viel Neid wie Hass erweckt.']"
"['das kannst du dir unter die Vorhaut klemmen', 'das kannst du dir unter die Vorhaut schieben']",das kannst du dir unter die Vorhaut klemmen/schieben,"darauf lege ich keinen Wert, das kannst du behalten","['Was soll ich mit lumpigen hundert Euro? Die kannst du dir unter die Vorhaut klemmen, du Arsch!']"
"['sich vorkommen wie ein Stück Dreck', 'sich vorkommen wie der letzte Dreck']",sich vorkommen wie ein Stück Dreck/der letzte Dreck,sich ganz miserabel und minderwertig fühlen,"['Als sie ihn so voller Abscheu von oben bis unten ansah, kam er sich vor wie ein Stück Dreck. Der Alte staucht dich wegen nichts derart zusammen, dass du dir vorkommst wie der letzte Dreck. böhmisch, Familie, spanisch.']"
"['im Vornherein', 'zum Vornherein']",im/zum Vornherein,von Anfang an,"['Ich sage Ihnen das, um eventuelle Mutmaßungen zum Vornherein auszuschalten.']"
"['sich die Waage halten', 'einander die Waage halten']",sich/einander die Waage halten,"ausgeglichen sein, sich im Ausmaß, in der Intensität, in der Bedeutung entsprechen","['ihre Künste hielten sich ungefähr die Waage, mal siegte der eine, mal der andere', 'Während auf englischem Boden kapitalkräftige Unternehmer dafür sorgten, dass Experimentierlust und Tradition einander die Waage hielten, regierten in den bajuwarischen Musentempeln noch immer die Wittelsbacher höchstselbst']"
"['einer Sache die Waage halten', 'sich mit etwas die Waage halten']",einer Sache/sich mit etwas die Waage halten,"einer Sache im Ausmaß, in der Intensität, in der Bedeutung gleichkommen","['die Genugtuung hielt seiner Beklommenheit die Waage', 'Schöne Erfolge haben sich mit Niederlagen die Waage gehalten']"
"['jedes Wort auf die Waagschale legen', 'alles auf die Waagschale legen']",jedes Wort/alles auf die Waagschale legen,jedes Wort/alles sehr ernsthaft abwägen,"['In so einer lebhaften Diskussion kann man nicht erwarten, dass die Redner jedes Wort auf die Waagschale legen.']"
"['jedes Wort auf die Waagschale legen', 'alles auf die Waagschale legen']",jedes Wort/alles auf die Waagschale legen,"jedes Wort/alles übergenau, wortwörtlich nehmen","['Wenn er immer alles hätte auf die Waagschale legen wollen, was sie ihm schon an den Kopf geworfen hat!']"
"['Wache stehen', 'Wache schieben']",Wache stehen/Wache schieben,"Wachdienst haben, Wache halten","['Ins Haus kommt niemand, der sich nicht vor den Beamten, die hinter der Tür Wache stehen, als Bewohner ausweisen kann', 'Nachts an der Stadtteilgrenze haben wir manchmal Wache geschoben']"
"['wackeln wie ein Lämmerschwanz', 'wackeln wie ein Lamperlschwanz', 'wackeln wie ein Lamperlschweif', 'zittern wie ein Lämmerschwanz', 'zittern wie ein Lamperlschwanz', 'zittern wie ein Lamperlschweif']",wackeln/zittern wie ein Lämmerschwanz/Lamperlschwanz/Lamperlschweif,"sehr stark wackeln, zittern","['So ein Ding taugt nur zum Geradeausfahren, wackelt durch Kurven wie ein Lämmerschwanz und setzt bei der minimalsten Schräglage hart auf.']"
"['die Waffen einer Frau', 'die Waffen der Frau']",die Waffen einer/der Frau,"List, Charme, Überredung, erotische Reize","['Und selbst Schauspielerinnen, die bisher eher dafür bekannt waren, mit den traditionellen sogenannten Waffen der Frau zu verführen, hantieren heute als Kommissarinnen wie selbstverständlich mit Pistolen', 'Zu groß war die Angst der Hinterbänkler vor einer klugen Frau, die auch noch von draußen kam Am einfachsten war es für die Männer, ihren Erfolg auf die Waffen einer Frau zurückzuführen']"
"['abwarten, wie der Wagen läuft', 'sehen, wie der Wagen läuft']","abwarten/sehen, wie der Wagen läuft","abwarten, wie sich eine Sache entwickelt","['Wir wollen erst einmal sehen, wie der Wagen läuft, bevor wir in das Unternehmen unser Geld investieren.']"
"['jemandem an den Wagen fahren', 'jemandem an den Wagen pinkeln', 'jemandem an den Wagen pissen', 'jemandem an den Karren fahren', 'jemandem an den Karren pinkeln', 'jemandem an den Karren pissen']",jemandem an den Wagen/an den Karren fahren/pinkeln/pissen,jemandem etwas anhaben,"['Dem Minister kann keiner an den Wagen fahren, er hat sich nach allen Seiten abgesichert. Einige Journalisten haben versucht, dem Waffenhändler an den Karren zu fahren, aber sie konnten keine handfesten Beweise vorbringen.', 'Wir sind eine alte Münchner Kaufmannsfamilie Uns kann keiner ungestraft an den Wagen pinkeln', 'Es macht so viel Spaß, diesen Musikspießern an den Karren zu pissen, und ist auch noch so einfach']"
"['des Wahnsinns fette Beute sein', 'des Wahnsinns kesse Beute sein', 'vom Wahnsinn umzingelt sein']",des Wahnsinns fette/kesse Beute sein; vom Wahnsinn umzingelt sein,völlig verrückt sein,"['Du bist wohl vom Wahnsinn umzingelt – gib mir sofort das Geld zurück!', 'Bist Du des Wahnsinns fette Beute? Mit einer deaktivierten Firewall ins Netz? Eine bessere Einladung für die Installierung krimineller Software kann es nicht geben.']"
"['so wahr ich lebe', 'so wahr ich hier stehe', 'so wahr ich hier sitze']",so wahr ich lebe/hier stehe/hier sitze,Beteuerungsformel,"['Ich werde keinen Tropfen Alkohol mehr trinken, so wahr ich hier sitze. Und genau das hat sie wörtlich gesagt, so wahr ich lebe.']"
"['das kann nicht wahr sein!', 'das darf nicht wahr sein!']",das kann/darf nicht wahr sein!,"Ausruf der Verwunderung, des Entsetzens ","['Du hast alle fünf Pfannkuchen allein gegessen? Das darf doch nicht wahr sein! Das kann nicht wahr sein. Der kann mich doch nicht wegen dieser dicken, albernen Braut sitzen lassen.']"
"['gegen jemanden der reine Waisenknabe sein', 'gegen jemanden der reinste Waisenknabe sein', 'gegen jemanden ein Waisenknabe sein']",gegen jemanden der reine/der reinste/ein Waisenknabe sein,an jemanden nicht heranreichen,"['Er hatte schon ein paar krumme Sachen gemacht, aber gegen die Profis von der Mafia war er natürlich der reinste Waisenknabe.']"
"['das walte Gott!', 'das walte Hugo!']",das walte Gott/Hugo!,Bekräftigungsformel,"['Bei ihm, versprach er, würde sie in sicherer Hut sein – das walte Gott! Nur werden wir nicht mit der Regierungsbildung beauftragt. Darauf Schmidt Das walte Hugo!']"
"['die alte Walze', 'die gleiche Walze', 'dieselbe Walze']",die alte/die gleiche/dieselbe Walze,"die alte, längst bekannte Geschichte","['Wenn man Geld von ihr will, legt sie immer die gleiche Walze auf Eine arme Witwe sei sie, die selbst kaum genug zum Leben habe. er ist wohl einer jener nicht seltenen Fälle, wo das Publikum nach einem Anfangserfolg den Autor zwingt, nun ewig dieselbe Walze zu spielen.']"
"['dass die Wände wackeln', 'dass die Wand wackelt']",dass die Wände wackeln/die Wand wackelt,sehr heftig,"['Vor dem Spiel und in der Halbzeit schreien sich die Jungs gegenseitig an, pushen sich, motivieren sich, dass die Wände wackeln', 'Wir streiten uns manchmal, dass die Wände wackeln']"
"['die Wand hochgehen', 'die Wände hochgehen']",die Wand/die Wände hochgehen,"vor Schmerzen, Erregung, Wut die Fassung verlieren","['Komm mit dem Desinfektionsmittel bloß nicht an eine offene Wunde, sonst gehst du die Wand hoch!', 'Die Fliege ist das Lebewesen, das sich am tiefsten in unserem Unterbewusstsein eingenistet hat. Wahrgenommen wird sie meist als Störenfried, der uns fast die Wände hochgehen lässt.']"
"['jemanden an die Wand drücken', 'jemanden gegen die Wand drücken']",jemanden an/gegen die Wand drücken,jemanden in den Hintergrund drängen,"['Sie war eine Regisseurin, die sich von keinem Intendanten gegen die Wand drücken ließ.', 'Den steckte er, was politisches Wissen betraf, in die Tasche; den drückte er auch als Redner glatt an die Wand.']"
"['an die Wand fahren', 'an die Wand laufen', 'gegen die Wand fahren', 'gegen die Wand laufen', 'vor die Wand fahren', 'vor die Wand laufen']",an/gegen/vor die Wand fahren/laufen,scheitern; schwerwiegende Nachteile erleiden,"['Vor einem solchen historischen Hintergrund konnte das kommunistische System nur an die Wand fahren', 'Es scheint, als fahre die gute Idee von der Wiedergutmachung unvermeidlicher Klimasünden gerade vor die Wand']"
"['etwas an die Wand fahren', 'etwas gegen die Wand fahren', 'etwas vor die Wand fahren']",etwas an/gegen/vor die Wand fahren,etwas scheitern lassen; schwerwiegende Nachteile für etwas verursachen,"['durch ein falsches Geschäftskonzept wurde das Unternehmen an die Wand gefahren', 'Allerdings besteht nach wie vor Handlungsbedarf, um das Land nicht finanziell gegen die Wand zu fahren', 'wie durch Bundesgesetze eine Stadt systematisch vor die Wand gefahren wird']"
"['gegen eine Wand reden', 'gegen eine Mauer reden']",gegen eine Wand/Mauer reden,vergeblich auf jemanden durch Reden einzuwirken suchen,"['Bei ihm redest du gegen eine Mauer; wenn er sich etwas vorgenommen hat, kann ihn niemand davon abbringen.', 'Der August merkte es meistens nicht, dass er gegen eine Wand redete.']"
"['keinen Wank tun', 'keinen Wank machen']",keinen Wank tun/machen,"sich nicht bewegen, rühren; nichts tun","['ein wichtiger Termin steht an, Ihre Arbeit ist fast fertig, da stürzt der Computer ab und macht keinen Wank mehr', 'das störrische Vehikel tat keinen Wank, nicht einmal, als die Studenten den Stromabnehmer zur Fahrleitung angehoben hatten']"
"['weder warm noch kalt sein', 'nicht warm und nicht kalt sein']",weder warm noch kalt/nicht warm und nicht kalt sein,"gleichgültig, uninteressiert sein","['Was auch immer geschieht, er ist weder warm noch kalt – ein seltsamer Mensch!']"
"['sich warm anziehen sollen', 'sich warm anziehen müssen']",sich warm anziehen sollen/müssen,"sich auf eine schwere Auseinandersetzung, eine unangenehme Erfahrung vorbereiten sollen/müssen",['Für das Rückspiel müssen die Jungs vom FC sich warm anziehen; im Wembley-Stadion hat in dieser Saison noch keine auswärtige Mannschaft gewonnen. Der Bausenator will es auf eine öffentliche Diskussion ankommen lassen? Dann soll er sich nur warm anziehen!']
"['von hoher Warte aus', 'von höherer Warte aus']",von hoher/höherer Warte aus,"von einer Position aus, in der man eine gute/bessere Übersicht hat","['Von höherer Warte aus gesehen, stellen die Dinge sich in einem ganz anderen Zusammenhang dar.', 'Er sprach von hoher Warte aus, fast wie als zweiter Parteichef oder Staatschef.']"
"['da kannst du lange warten', 'da kann er lange warten']",da kannst du/kann er lange warten,"darauf wartest du, wartet er umsonst","['Er glaubt, dass er von mir noch einmal ein Darlehen bekommt, aber da kann er lange warten.', 'Beide Teams waren vor der Pause vor allem darum bemüht, nichts zuzulassen, beide warteten auf einen Fehler des anderen, aber da konnten sie lange warten.']"
"['auf dich habe ich gerade gewartet', 'auf ihn habe ich gerade gewartet', 'auf dich hat er gerade gewartet', 'auf ihn hat er gerade gewartet']",auf dich/ihn habe ich/hat er gerade gewartet,dich/ihn kann ich/kann er bestimmt nicht gebrauchen,['Du willst in der ersten Mannschaft spielen? Die haben auf solche Flaschen wie dich gerade gewartet! Auf Leute wie Sie haben wir hier gerade gewartet.']
"['wasch mir den Pelz, aber mach mich nicht nass!', 'wasch mir den Pelz, und mach mich nicht nass!', 'wasch mich, aber mach mich nicht nass!']","wasch mir den Pelz, aber/und mach mich nicht nass!; wasch mich, aber mach mich nicht nass!","jemand möchte einen Vorteil genießen, ohne dafür irgendeinen Nachteil in Kauf nehmen zu wollen; jemand möchte von einem Leid befreit werden, ohne dafür etwas tun zu müssen","['Alle wollten sie an der Erschließung des Neubaugebietes mitverdienen, aber keiner war bereit, sich öffentlich mit den Umweltschützern anzulegen. Man kennt das ja Wasch mir den Pelz, aber mach mich nicht nass!', 'Heute handeln viele nach der Methode Wasch mir den Pelz, aber mach mich nicht nass. Wasch mich, aber mach mich nicht nass! Nach diesem Motto maulen die Unmutigen einerseits über Straßenbauarbeiten vor ihrer Haustür. Andererseits sind sie mit großer Wahrscheinlichkeit selber PKW-Fahrer und belästigen mit ihren Karren in anderen Straßen widerum deren Bewohner durch Lärm und Abgase.']"
"['Wasser hat keine Balken', 'Wasser hat keinen Balken']",Wasser hat keine/keinen Balken,"Wasser ist gefährlich, weil man darin untergehen und ertrinken kann","['Nein, mit so einer Nussschale würde er nicht aufs offene Meer hinausfahren – Wasser hat keine Balken!']"
"['jemandem steht das Wasser bis zum Hals', 'jemandem steht das Wasser bis an die Kehle', 'jemandem steht das Wasser bis zur Kehle']",jemandem steht das Wasser bis zum Hals/bis an die Kehle/bis zur Kehle,jemand ist in größten Schwierigkeiten,"['Nach dem Verlust zweier wichtiger Aufträge steht der Firma das Wasser bis an die Kehle.', 'Ja, dieser Brief. Rohdewald schrieb ihn einen Monat vor seiner Verhaftung, da stand ihm das Wasser bis zum Hals.']"
"['da fließt noch viel Wasser den Berg hinunter', 'da fließt noch viel Wasser den Rhein hinunter', 'da fließt noch viel Wasser die Elbe hinunter', 'da fließt noch viel Wasser die Spree hinunter', 'bis dahin fließt noch viel Wasser den Berg hinunter', 'bis dahin fließt noch viel Wasser den Rhein hinunter', 'bis dahin fließt noch viel Wasser die Elbe hinunter', 'bis dahin fließt noch viel Wasser die Spree hinunter']",da/bis dahin fließt noch viel Wasser den Berg/den Rhein/die Elbe/die Spree hinunter,das dauert noch eine lange Zeit,"['Bis dieser Prozess durch alle Instanzen gelaufen ist, fließt noch viel Wasser den Neckar hinunter.']"
"['Wasser in ein Sieb schöpfen', 'Wasser mit einem Sieb schöpfen']",Wasser in ein/mit einem Sieb schöpfen,sich mit etwas Aussichtslosem abmühen,"['Diesem Strohkopf etwas erklären zu wollen, heißt Wasser in ein Sieb schöpfen.']"
"['sein Wasser abschlagen', 'sich das Wasser abschlagen']",sein Wasser/sich das Wasser abschlagen,urinieren,"['Er eilte zum nächsten Baum, um sein Wasser abzuschlagen. Da es kaum öffentliche Toiletten gibt, schlagen sich viele Touristen das Wasser an irgendeiner Hauswand ab.']"
"['zu blöd, einen Eimer Wasser umzustoßen', 'zu dumm, einen Eimer Wasser umzustoßen']","zu blöd/dumm, einen Eimer Wasser umzustoßen",sehr dumm und ungeschickt,"['Lass ihn reden, der Typ ist doch zu blöd, einen Eimer Wasser umzustoßen!']"
"['nahe am Wasser gebaut haben', 'nahe ans Wasser gebaut haben']",nahe am/ans Wasser gebaut haben,sehr leicht in Tränen ausbrechen,"['Wer nahe ans Wasser gebaut hat, sollte für diesen Film eine besonders große Packung Papiertaschentücher mitnehmen.', 'Einige haben nah am Wasser gebaut, andere sind durchs Leben gehärtet', 'manche haben so nahe am Wasser gebaut, dass eine rührende Zeitungsnachricht ihre Tränendrüsen aktiv werden lässt']"
