Redewendung,Bedeutung,Beispiel
eine andere Sprache sprechen,"etw. an- deres, Gegensätzliches ausdrücken","['Sie sa- gen, Sie seien unschuldig, aber die Indi- zien sprechen eine andere Sprache! Jetzt spricht er, da er sich an eine Germa- nistin wendet, die über sein Werk arbei- tet, eine ganz andere Sprache, hier ist schon die Rede vom Verwandtschaftsge- fühl (Reich-Ranicki, Th. Mann 72).']"
eine deutliche Sprache  spre- chen,etw. offen und energisch sagen,"['Sie war einigen Herren unbequem, weil sie in ihren Leitartikeln immer eine deutliche Sprache sprach. Mit einigen un- serer Kunden muss man eine deutliche Sprache sprechen, damit sie ihren Zah- lungsverpflichtungen nachkommen.']"
eine deutliche/klare Sprache sprechen,"(von Sachen) etw. meist Negatives, was nicht ohne Weiteres erkennbar ist, offen- bar werden lassen","['Die Zahlen auf der Sollseite der Bilanz sprechen eine deutli- che Sprache.', 'Neben den Bildern spre- chen auch die beigefügten Tabellen eine deutliche Sprache Abfall wird zur Bedro- hung (Vaterland 27. 3. 1985, 33).']"
mit der Sprache  rausrücken,"etw.  zögernd sagen, eingestehen","['Es gibt Leichteres im Erzie- hungsalltag, als dem Kind zu sagen, dass es andere leibliche Eltern hat. Doch ge- rade weil genau das so wichtig ist für die Identitätsbildung des Kindes, sollten Adoptiveltern möglichst früh mit der Sprache herausrücken (Kölner Stadt-An- zeiger 25. 7. 2016, AM04). Erstmals seit seiner Festnahme im Februar 2013 hat der wegen Mordes Angeklagte damit die 24-Jährige beschuldigt. Er sei erst jetzt mit der Sprache herausgerückt, weil er die Freundin habe schützen wollen (NNN 30. 8. 2013, 5).']"
raus mit der Sprache!,"sprich endlich; sag schon, was du weißt, was du auf dem Herzen hast o. Ä.!","['Also, heraus mit der Sprache – wie viel Geld brauchst du diesmal?', 'Raus mit der Sprache! Was wollen Sie von dem Jungen? (Ziegler, Kein Recht 345).']"
etw. zur Sprache bringen,"etw. anspre- chen, die Erörterung von etw. herbeifüh- ren","['Auf der kommenden Konferenz wer- den wir auch das Rohstoffproblem wieder zur Sprache bringen müssen.', 'Sie möge, sagte der andere, verzeihen, wenn er auch anderes, doch wieder ganz und gar Prak- tisches zur Sprache bringe (Schädlich, Nähe 86).']"
zur Sprache kommen,"Gegenstand eines Gesprächs werden, erörtert werden","['Das war unangenehm, weil hier vor unbe- kannten Zeugen Dinge zur Sprache ka- men, über die niemals öffentlich hätte ge- redet werden dürfen (Niekisch, Leben 284). 1 sieben.']"
wir sprechen uns noch!,die An- gelegenheit ist zwischen uns noch nicht er- ledigt,"['Im Moment kann ich nichts gegen Sie unternehmen, aber ich versichere Ih- nen, wir sprechen uns noch! Und jetzt Wegtreten. Wir sprechen uns noch (Remarque, Westen 126).']"
"auf jmdn., etw. schlecht/nicht gut zu sprechen sein","über jmdn., etw. verärgert sein","['Meine Mutter war nicht gut auf sie zu sprechen. Frau von Eschersleben kaufte nämlich im Konsum. Das konnte man doch nicht machen (Kempowski, Uns 262).']"
"auf jmdn., etw. zu sprechen kommen","jmdn., etw. im Gespräch erwähnen, das Gespräch auf jmdn., etw. lenken","['Auf dem Rückweg kam Pablo plötzlich auf seine Eltern zu sprechen (Schnabel, Marmor 28). Wir konnten sie gut ablenken, indem wir auf sexuelle Dinge zu sprechen ka- men (Kempowski, Immer 149). 2 auswärts, Band, Blume, Herz, Klartext, Kuchen, Leber, lügen, Machtwort, Rate, Rätsel, Recht, Seele, Sprache, Tat, Teufel, Ton, tun, Tüte, unrein, Wort.']"
sich einen Spreißel einziehen,sich Ärger einhandeln,"['Du wirst dir einen Spreißel einziehen, wenn du so viele Privatgespräche über dein Dienst- telefon führst.']"
die Spreu vom Weizen trennen/ scheiden/sondern,"das Wertlose, Un- brauchbare vom Wertvollen, Brauchbaren trennen","['Und hier trennt die Internetge- meinschaft Spreu vom Weizen und för- dert die Trends und Hypes zutage (Ber- ner Zeitung 3. 4. 2019, 30). Da wir mit Steuergeld operieren, stehen wir in der Verantwortung, bei den Zuschüssen wie den Darlehen die Spreu vom Weizen zu trennen (Freie Presse 4. 4. 2020, 8).']"
etw. springen lassen,etw. großzügig spendieren,"['Eines Tages kam der Regierung die Idee, das Volk durch ein Geschenk zu erfreuen. Sie wollte sich dabei nicht lumpen und mal was sprin- gen lassen (Zeit 7. 2. 1975, 5). Spitzenge- hälter, Extrazulagen, Supersonderleistun- gen – um an begehrte IT-Spezialisten zu kommen, haben Firmen auf dem Höhe- punkt des Fachkräftemangels eine Menge springen lassen (c’t 6, 2002, 4).']"
Sprüche machen/kloppen,"sich in großtönenden, inhaltsarmen Worten äußern","['Kann dein Freund auch noch was anderes außer Sprüche kloppen? Willst du mit mir gehen, oder willst du weitersaufen und große Sprüche machen? (Jaeger, Freu- denhaus 113).']"
sein Sprüchlein hersagen/aufsagen,"etw. bereits Bekanntes, Erwartetes o. Ä. vortragen, vorbringen","['Nach diesem billigen und kitschigen Anklägerpathos sagt der Verteidiger sein kurzes und bescheidenes Sprüchlein auf (Mostar, Unschuldig 108).']"
ein Sprung ins Dunkle/Ungewisse,ein Wagnis,['Ein eigenes Unternehmen zu gründen ist heutzutage immer ein Sprung ins Ungewisse.']
ein Sprung ins kalte Wasser,die Auseinandersetzung mit etw. völlig Unver- trautem,"['Auch Arbeitslosigkeit kann ein Motiv sein, sich selbstständig zu machen. In jedem Fall aber bedarf es einiger Vor- bereitung, denn den Sprung ins kalte Wasser wagen nur wenige – obgleich auch der mitunter nicht schaden kann (taz 19. 2. 2005, 37).']"
einen Sprung in der Schüssel haben,nicht recht bei Verstand sein,"['Jeder- mann wusste, dass der Mann einen Sprung in der Schüssel hat, 18 Prozent haben ihn aber dann gewählt (Presse 6. 12.2012, 27). Aber galt es da noch, die verknorkelten Hirnwindungen eines Ge- nies zu illuminieren, durfte er gestern Abend im neuen Kölner Tatort einen Streifenpolizisten geben, der so richtig ei- nen Sprung in der Schüssel hat (NNN 7. 1. 2019, 6).']"
keine großen Sprünge machen können,"sich, besonders finanziell, nicht viel leisten können","['Mit ihrer Rente kann Frau Sauerbier keine großen Sprünge machen (Gut wohnen 10, 1975, 26).']"
auf dem Sprung sein,"in Eile sein, keine Zeit, Ruhe haben, sich irgendwo zu verweilen","['Dort hat er gesessen, auf dem Hocker immer auf dem Sprung, trotz der beiläufigen Art zu reden und dem ru- higen Blick (Erne´, Kellerkneipe 117).']"
"auf dem Sprung sein/stehen, etw. zu tun","im Begriff sein, etw. zu tun","['Ich stehe auf dem Sprung, einen Krieg zu führen (Hacks, Stücke 293). Meine Mut- ter in ihrem Sessel war immer auf dem Sprung, in die Küche zu gehen und Maria zu helfen (Küpper, Simplicius 87).']"
auf einen Sprung,"für einen kurzen Besuch, für eine kleine Weile","['Ich muss noch auf einen Sprung in die Bibliothek, nur rasch ein paar Bücher zurück- bringen.', 'Ich bin in rasender Eile! Ich komme nur auf einen Sprung (Dürren- matt, Meteor 58).']"
"jmdm., einer Sache auf die Sprünge hel- fen","jmdm.  weiterhelfen; etw. unterstützen, fördern","['Wir helfen Ihrer Fantasie gern ein bisschen auf die Sprünge (Spiegel 46, 1975, 149). Impfen hilft dem Immunsys- tem auf die Sprünge. Hier gibt es einige wichtige Informationen zu Impfungen (mednews.blogg.de, 30. 1. 2007).']"
jmdm. auf/hinter die Sprünge kommen,jmds. List durchschauen,['Erst nach Jahren war die Polizei dem Betrüger hin- ter die Sprünge gekommen. Vgl. die vorangehende Wendung.']
jmdm. bleibt die Spucke weg,"vor berraschung, Staunen sprach- los sein","['Als er ihn einen senilen alten Knacker nannte, blieb ihm erst einmal die Spucke weg.', 'Beim Lesen Ihres Arti- kels bleibt einem glatt die Spucke weg (Spiegel 17, 1985, 7).']"
keinen Spuk machen,kein Aufheben machen,"['Mach keinen Spuk we- gen dieser Kleinigkeit, ich bring das schon in Ordnung!']"
bei jmdm. spukt es,jmd. ist nicht recht bei Verstand,['Bei dem Typ spukt es im Kopf Parkt sei- nen Schlitten mitten vor der Garagenein- fahrt.']
keine Spur; nicht die Spur,überhaupt nicht,"['Liebst du mich, Oskar? Unwirsch gab ich zurück Bedaure, nicht die Spur! (Grass, Blechtrommel 444). von frischem Rosenwasser, duftenden Blüten und murmelndem Geplätscher seit vielen Jahren keine Spur (abenteuer & reisen 2, 1997, 34).']"
jmdn. auf die Spur bringen,"jmdm.  helfen, etw. herauszu- finden",['Der Moderator hat das Rateteam durch eine Zusatzfrage auf die Spur ge- bracht.']
"jmdm., einer Sache auf die Spur kom- men","jmds.  Tun, eine Angelegenheit aufdecken","['Wir wer- den diesem Betrüger schon noch auf die Spur kommen. er als Polizeimeister hätte einem solchen Komplott längst auf die Spur kommen müssen (Zweig, Fouche´ 110).']"
"jmdm., einer Sache auf der Spur sein","Anhaltspunkte zur Aufdeckung von jmds.  Tun, einer An- gelegenheit haben","['Die Forscher glauben, dem Erreger dieser Krankheit bereits auf der Spur zu sein. Seit Jahren schon war das Rauschgiftdezernat dem Großhänd- ler auf der Spur.']"
auf der richtigen/falschen Spur sein,et- was Richtiges/Falsches vermuten,"['Die Journalistin glaubte, dass die Polizei auf der falschen Spur sei. Ich bin auf der rich- tigen Spur, und ich werde es beweisen.']"
in jmds. Spuren treten; in jmds. Spuren wandeln,jmds. Vorbild folgen,"['Dort, wo eine Woche vorher noch prominente Sportler aus vielen Ländern um Weltcup- Punkte gekämpft hatten, sollte nun der Nachwuchs des Freistaats in die Spuren der Stars treten (Freie Presse 23. 1. 2019, 14). Der 17-Jährige ist auf dem besten Weg, in den Spuren seines Vorbildes zu wandeln (Thüringische Landeszeitung 1. 7. 2013, 17).']"
neben der Spur sein,"1. unkonzen- triert, erschöpft sein; fahrig, verwirrt sein","[Unsere Mannschaft war gestern ganz schön neben der Spur.', 'Bis zum 3 3 blieben die Leutershausener dran, aber danach waren sie plötzlich völlig neben der Spur (MM 16. 3. 2004). Aber sie ist er- schöpft, neben der Spur, in Tränen aufge- löst – um 19.50 Uhr hat sie den Notruf ge- wählt, drei Stunden später ist der Not- arztwagen eingetroffen (taz 21.3. 2020, 4).']"
neben der Spur sein,"2. absonderlich, ungewöhnlich sein","['Ja, ich war immer ein bisschen selt- sam, neben der Spur (SZ 4. 11. 2014, 13). Verrückt und wild, ein bisschen neben der Spur, nicht ganz so normal (Bravo 24. 10. 2001, 40). Auf seiner aktuellen Tour Invasion der Verrückten will der Spaßmacher klarstellen, dass es nicht Aliens sind, die unter uns weilen und merkwürdig sind, sondern wir alle ein wenig neben der Spur sind (MM 21. 2. 2017, 31).']"
viel Staat machen,großen Auf- wand treiben,['Angesichts der bescheide- nen Leistungen unserer Sportler sollte man beim abschließenden Empfang nicht so viel Staat machen.']
Staat machen,Eindruck machen,"['Mit so einem abge- schabten Anzug konnte er keinen Staat mehr machen.', 'Milchkannen-Idylle ist gerade bei den Jungen verpönt, denn mit Bauernkluft kann man in der Gesellschaft keinen Staat machen (Wirtschaftswoche 5. 5. 2014, 120). Mit seinen Erfinderinnen kann Deutschland dagegen keinen Staat machen. Während aus China fast ein Drittel und aus Spanien ein Viertel der Patentanmeldungen von Frauen stamm- ten, waren Deutschland, Japan und Ös- terreich mit rund 10 Prozent die Schluss- lichter unter den Top 20 (Leipziger Volks- zeitung 17. 10. 2019, 7).']"
sich in Staat werfen,fest- liche Kleidung anziehen,"[' rechtzeitig und feierlich musste man den Vollziehen- den Mitteilung machen, damit sie sich in ihren besten Staat warfen (A. Zweig, Gri- scha 390). Vater.']"
eine Staatsaktion aus etw. machen,"unnötiges Aufheben um etw. machen, unnötigen Aufwand treiben","['Vater macht immer eine Staatsaktion da- raus, wenn er mal eine Glühbirne aus- wechseln soll.', 'Jetzt wird das Gesin- del frech , es macht aus dem gemeinen Versicherungsschwindel dieses Lumpen eine Staatsaktion (Feuchtwanger, Erfolg 586). Haupt- und Staatsaktion.']"
den Stab über jmdn. brechen,"jmdn. verdammen, moralisch verurteilen","[' wenn ihr Bericht dahin lautete, dass der Häftling den Eindruck erwecke, aso- zial und unverbesserlich zu sein, war der Stab über ihn gebrochen (Niekisch, Leben 352).']"
Stachel im Fleisch,Grund für stän- dig spürbares Unbehagen oder anhalten- den Ärger,"['In ihrer Selbstdarstellung be- haupten Populisten vollmundig, Stachel im Fleisch des politischen und medialen Establishments zu sein (www.bundestag. de/dasparlament, 7. 11. 2005).']"
wider/gegen den Stachel löcken,"etw., was als Einschränkung der persönli- chen Freiheit empfunden wird, nicht hin- nehmen, sich dem widersetzen","['Die Schriftstellerin wollte mit ihren Werken bewusst provozieren, wider den Stachel löcken, um die Menschen aufzurüt- teln. wie viel Sympathien man sich verscherzt, wenn man so gröblich gegen den Stachel der Konvention zu löcken sich erlaubt (Maass, Gouffe´ 311).']"
"andere Städtchen, andere Mädchen","wer umherzieht, bleibt nicht treu.",nan
in Stadt und Land,überall,['In Stadt und Land wurden Fahnen gehisst und feierliche Reden gehalten.']
jmdm. stagelgrün aufliegen,jmdn. sehr ärgern,"['Dass Umweltschützern die Einwegpackungen stagelgrün aufliegen, ist verständlich (Presse 26. 1. 1978).']"
den Stall wittern,"auf dem Nachhauseweg ange- sichts des nahen Ziels einen starken Drang verspüren, die restliche Strecke möglichst schnell zurückzulegen","['Nicht so hastig, Kinder, ihr wittert wohl schon den Stall!']"
ein ganzer Stall voll,sehr viele,['Un- sere Schülermannschaft spielt in der Kreisklasse B Nord. Ein ganzer Stall voll talentierter Jungs (home.eplus-online.de). Pferd.']
vom Stamme Nimm sein,habgierig sein,"['Auch wenn du es nicht gern hörst Deine ganze Ver- wandtschaft ist vom Stamme Nimm, und zwar ausnahmslos!', 'Man müsse auf dem Quivive sein, sagte meine Mutter, die sei vom Stamme Nimm. Es könnte sein, dass sie sogar noch was mitgehen lasse (Kempowski, Tadellöser 105). Apfel.']"
"das kannst du dir, kann er sich ins Stammbuch schreiben!","das sage ich dir, ihm usw. mit allem Nachdruck, das kannst du dir/kann er sich usw. merken","['Von deinen Eltern nehme ich kein Geld, das kannst du dir ins Stammbuch schreiben!', 'Absolute Gewissheit jedenfalls ist unangemessener denn je. Das sei auch denen ins Stamm- buch geschrieben, die sicher sind, dass alle Mühe vergebens ist (Zeit 25. 11. 1994, 58).']"
keinen leichten/einen schweren Stand haben,sich gegen starken Wider- stand behaupten müssen,['In der neuen Firma hatte der junge Sachbearbeiter kei- nen leichten Stand. Die Gewerkschaften werden bei den Tarifverhandlungen einen schweren Stand haben.']
bei jmdm. einen guten/schlechten Stand haben,bei jmdm. beliebt/unbeliebt sein,['Ihre Tochter hatte bei den meisten Leh- rern einen ziemlich guten Stand.']
"jmdn. in den Stand setzen, etw. zu tun","jmdm. ermöglichen, etw. zu tun","['Ihr Vermögen setzte sie in den Stand, sich gewisse Extravaganzen zu erlau- ben.', 'Innerhalb dieser Koalition musste sie in den Stand gesetzt werden, offen und ausdrücklich als Treuhänderin der gesamten Arbeiterinteressen zu wirken (Niekisch, Leben 123).']"
in den  Stand der Ehe treten,heiraten,"['Wir haben uns heute hier versammelt, weil zwei junge Menschen aus unserer Gemeinde in den heiligen Stand der Ehe treten wollen.']"
jmdm. eine Standpauke hal- ten,jmdm. ins Gewissen reden,"['Beim Verbinden der zerschundenen Au- genbraue des Bruders hielt Amalie ihrem angetrauten Haushaltungsvorstand eine gehörige Standpauke (Kühn, Zeit 364). Statt dass ihren Kindern eine Standpauke gehalten wurde, mussten sie ihr eigenes Erzieherverhalten infrage stellen (Saarbr. Zeitung 7. 12. 1979, 1).']"
eine  Stange,sehr viel,"['Stiefel und Uni- formen kosteten eine Stange Geld (Hil- senrath, Nazi 55). Zwanzig Jahre Alters- unterschied sind doch eine ganze Stange, dachte er (Konsalik, Promenadendeck 174).']"
jmdm. die Stange halten,"1. jmdn. nicht im Stich lassen, für jmdn. eintreten","[Die Zeile Kanzler hält Bundesverteidi- gungsminister weiter die Stange hatte den Unmut der Chefredaktion erregt (Spiegel 9, 1984, 218). Als Privatdetektiv geht der Expolizist wieder auf die Piste. Eine Nachtklubsängerin hält ihm dabei die Stange (Spiegel 38, 1984, 254).']"
jmdm. die Stange halten,2. sich gegen jmdn. behaupten,"['Bei der Präsidentenwahl , wo die Per- sönlichkeit wichtiger ist , haben die Re- publikaner seit 1952 den Demokraten die Stange gehalten in den USA (NZZ 3. 11. 1978, 3).']"
eine Stange  in die Ecke stellen,(von Männern) urinieren,"['Spielt mal eine Runde ohne mich, ich muss erst mal ’ne Stange in die Ecke stellen.']"
jmdn. bei der Stange halten,"jmdn. dazu bringen, eine begonnene Sache nicht aufzugeben, sondern durchzuführen",['Mit leeren Versprechungen kann man die Ar- beiter auf die Dauer nicht bei der Stange halten. Vgl. die vorangehende Wendung.']
bei der Stange bleiben,"eine begon- nene Sache nicht aufgeben, sich nicht zu- rückziehen","['Der Teamchef dankte allen Freiwilligen, dass sie bis zum Schluss bei der Stange geblieben waren.', 'Wenn die Aktionäre nur bei der Stange bleiben, so- lange der Gewinn von Quartal zu Quartal steigt, können Manager kaum einen lang- fristigen Kurs halten, auf dem vorüberge- hende Einbrüche in Kauf genommen wer- den müssen (NZZ 19. 4. 2003, 19).']"
von der Stange,als Konfektions- ware,"['Die meisten Modelle in Annes prall gefüllter Kleiderkammer stammen von der Stange (Hörzu 46, 1973, 105).']"
fast vom Stängel fallen,sehr überrascht sein,"['Ich bin fast vom Stängel gefallen, als ich die Anzeige las. Jutta, die eingefleischte Junggesellin, segelt in den Hafen der Ehe!']"
etw. auf Stapel legen,etw. (ein Schiff) zu bauen be- ginnen,['Die Werft hat zwei neue Tanker auf Stapel gelegt.']
vom Stapel laufen,(von Schiffen) nach Fertigstellung ins Wasser gleiten,['Die Schleswig-Holstein war um die Jahr- hundertwende vom Stapel gelaufen.']
etw. vom Stapel lassen,1. etw. (ein Schiff) nach Fertig- stellung ins Wasser gleiten lassen,"['Wir werden morgen unsere Jacht vom Stapel lassen.']"
