Idiom,Meaning
이름을 걸다,"「1」어떤 성원으로 자리를 차지하다. 「2」（주로 ‘이름을 걸고’ 꼴로 쓰여） ‘어떤 세력을 등에 업고, 무엇을 빙자하고, 무엇을 구실로’ 따위의 뜻으로 이르는 말. 「3」（주로 ‘이름을 걸고’ 꼴로 쓰여） 명예를 책임지다. "
이름이 고와야 듣기도 좋다,이왕이면 사물의 이름도 고와야 좋다는 말. 
이름이 좋아 불로초라,이름만 좋고 실속은 없음을 비유적으로 이르는 말. 
이름 좋은 하눌타리,보기만 좋았지 아무 실속이 없는 사람이나 사물을 비유적으로 이르는 말. 
이리가 짖으니 개가 꼬리흔든다,"모양이나 형편이 서로 비슷하고 인연이 있는 것끼리 서로 잘 어울리고, 사정을 보아주며 감싸 주기 쉬움을 비유적으로 이르는 말. "
이리 굴고 저리 굴다,의지할 곳이 없어 정처 없이 돌아다니다. 
이리 뒤적 저리 뒤적,이리저리 뒤적거리는 모양을 이르는 말. 
이리 뒤척 저리 뒤척,몸을 이쪽저쪽으로 뒤척이는 모양을 이르는 말. 
이리 떼 틀고 앉았던 수세미 자리 같다,어수선한 자리를 이르는 말. 
이리 뛰고 저리 뛰다,몹시 분주하게 움직이다. 
이리 앞의 양,무서운 사람 앞에서 설설 기면서 꼼짝 못 한다는 말. 
이리 오너라,"예전에, 남의 집에 찾아가 대문 밖에서 그 집 사람을 부를 때 하던 말. "
이리위 저리위하다[시키다],「1」앞으로 나오라 뒤로 들어가라 시키다. 「2」이래라저래라 하며 꼼짝 못 하게 하다. 
이리 재고 저리 재고 ,"「1」계산, 득실, 관계 따위를 짐작하거나 가늠하다. 「2」구체적으로 자꾸 재다. "
이리 핑계 저리 핑계,어떤 일을 하지 않기 위하여 이것저것 대는 여러 가지 핑계. 
이마가 땅에 닿다,몸을 많이 숙이다. 
이마를 뚫어도 진물도 아니[안] 난다,냉혹하기 짝이 없어 인정이라고는 없음을 비유적으로 이르는 말. 
이마를 마주하다[맞대다],함께 모여 의논하다. 
이마를 찔러도 피 한 방울 안 나겠다,냉혹하기 짝이 없어 인정이라고는 없음을 비유적으로 이르는 말. 
이마에 내 천자를 쓰다[그리다],마음이 언짢거나 수심에 싸여 얼굴을 잔뜩 찌푸리다. 
이마에 부은 물이 발뒤꿈치로 흐른다[내린다],윗사람이 나쁜 짓을 하면 곧 그 영향이 아랫사람에게 미치게 됨을 비유적으로 이르는 말. 
이마에 송곳을 박아도 진물 한 점 안 난다,냉혹하기 짝이 없어 인정이라고는 없음을 비유적으로 이르는 말. 
이마에 와 닿다,어떤 시기가 매우 가까이 와 있다. 
이마에 피도 안 마르다,아직 어른이 되려면 멀었다. 또는 나이가 어리다. 
이면모르다,일이 어떻게 돌아가는지도 모르고 함부로 굴다. 
이면없다,일이 어떻게 돌아가는지 또는 어떻게 체면을 차리는지를 알지 못하다. 
이면이 밝다,일이 어떻게 돌아가는지 또는 어떻게 체면을 차리는지를 잘 알다. 
이목이 넓다,보고 듣고 하여서 아는 것이 많다. 
이미 씌워 놓은 망건이라,남이 한 대로 내버려두고 다시 고치려고 하지 아니하는 경우를 비유적으로 이르는 말. 
이밥이면 다 젯밥인가,같은 물건이라도 경우에 따라 각각 다르게 쓰이며 또 효과도 각각 다름을 이르는 말. 
이 방 저 방 좋아도 내 서방이 젤 좋고 이 집 저 집 좋아도 내 계집이 젤 좋다,"뭐니 뭐니 해도 제 서방, 제 계집이 좋다는 말. "
이부자리를 보다,이부자리를 펴고 잠잘 준비를 하다. 
이부자리 보고 발을 펴라,「1」어떤 일을 할 때 그 결과가 어떻게 되리라는 것을 생각하여 미리 살피고 일을 시작하라는 말. 「2」시간과 장소를 가려 행동하라는 말. 
이부지아뢰다,"궁중에서, 귀지를 후비어 드림을 이르던 말. "
이불깃 봐 가며 발 편다,무슨 일이고 간에 조건과 사정을 보아 가며 거기에 알맞게 일을 하여야 함을 비유적으로 이르는 말. 
이불 밑에 엿 묻었나,"뜨거운 노구솥 가에 엿을 붙여 놓고 왔다면 곧 녹아 흐를 것이니 바삐 돌아가서 살펴보아야 한다는 뜻으로, 집에 빨리 돌아가려고 몹시 안달을 하는 경우를 이르는 말. "
이불 속[안]에서 활개 친다,남 앞에서는 제대로 기도 못 펴면서 남이 없는 곳에서만 잘난 체하고 호기를 부리는 경우를 비유적으로 이르는 말. 
이불 속에서 하는 일도 안다,"이불 속에서 하는 일을 알 정도로 세상에 비밀은 없다는 뜻으로, 남이 없는 곳에서도 항상 조심하여야 함을 이르는 말. "
이불 안 활개,"이불 속에서 활개를 친다는 뜻으로, 남이 보지 않는 데에서 젠체하는 호기를 이르는 말. "
이 빠진 강아지 언 똥에 덤빈다,아직 준비가 안 되고 능력도 없으면서 또는 절차를 넘어서 어려운 일을 하려고 달려듦을 비유적으로 이르는 말. 
이 빠진 개 한뎃뒷간 만났다,공교롭게도 좋은 운을 만났음을 이르는 말. 
이빨까다,「1」(속되게) 알고 있는 사실이나 일을 남에게 이야기하다. 「2」거짓말을 하거나 핑계를 대다. 
이빨이 갈리다,‘이(가) 갈리다’를 낮잡아 이르는 말. 
이빨이 세다,(속되게) 말재주가 좋다. 
이사할 때 강아지 따라다니듯,필요도 없는 사람이 쓸데없이 여기저기 귀찮게 따라다님을 비유적으로 이르는 말. 
이삭 밥에도 가난이 든다,"양식이 궁하여 가을에 추수가 끝날 때까지 기다리지 못하고 벼 이삭, 수수 이삭 따위를 베어다 먹을 때부터 이미 오는 해에도 가난하게 살 징조가 보임을 이르는 말. "
이 샘물 안 먹는다고 똥 누고 가더니 그 물이 맑기도 전에 다시 와서 먹는다,두 번 다시 안 볼 것같이 하여도 나중에 다시 만나 사정하게 됨을 비유적으로 이르는 말. 
이 설움 저 설움 해도 배고픈 설움이 제일,굶주리는 고통이 가장 견디기 힘들다는 말. 
이성을 알다,이성과의 성교를 경험하다. 
이슬로 사라지다,사형장이나 전쟁터에서 목숨을 잃다. 
이슬을 차다,땅에 내린 이슬을 밟다. 
이슬이 되다,사형장이나 전쟁터에서 목숨을 잃다. 
이승떠나다[뜨다],‘죽다01’를 완곡하게 이르는 말. 
이승을 하직하다,‘죽다01’를 완곡하게 이르는 말. 
이십 안 자식 삼십 안 천량,자식은 이십 세 전에 낳고 재산은 삼십 세 전에 모아야 함을 이르는 말. 
이 아픈 날 콩밥 한다,곤란한 처지에 있는데 더욱 곤란한 일을 당하게 됨을 비유적으로 이르는 말. 
이알이 곤두선다,가난하던 사람이 조금 잘살게 되었다고 큰소리를 치거나 거만하게 굶을 비꼬는 말. 
이 앓는 놈 뺨 치기,곤란한 처지에 있는데 더욱 곤란한 일을 당하게 됨을 비유적으로 이르는 말. 
이야기가 났으니 말이지,기왕 어떤 말이 나온 김에 자신의 생각이나 의견을 말하겠다는 말. 
이야기가 다르다,"조건, 상황 따위가 달라지다. "
이야기 장단에 도낏자루 썩는다,이야기에 정신이 팔려 시간 가는 줄을 깨닫지 못함을 비유적으로 이르는 말. 
이 없으면 잇몸으로 살지[산다],요긴한 것이 없으면 안 될 것 같지만 없으면 없는 대로 그럭저럭 살아 나갈 수 있음을 이르는 말. 
이에 신물이 돈다[난다],어떤 것이 극도의 싫증을 느낄 정도로 지긋지긋함을 비유적으로 이르는 말. 
이왕이면 창덕궁,이왕 택할 바에는 나은 쪽을 택한다는 말. 
이 우물에 똥을 누어도 다시 그 우물을 먹는다,두 번 다시 안 볼 것같이 하여도 나중에 다시 만나 사정하게 됨을 비유적으로 이르는 말. 
이웃이 사촌보다 낫다,"가까이 사는 이웃이 먼 곳에 사는 친족보다 좋다는 뜻으로, 자주 보는 사람이 정도 많이 들고 따라서 도움을 주고받기도 쉬움을 이르는 말. "
이웃집 개가 짖어서 도적을 면했다,우연히 남의 덕을 입게 됨을 비유적으로 이르는 말. 
이웃집 개도 부르면 온다,"미물인 개도 부르면 오는데 하물며 사람이 불렀는데도 왜 오지 않느냐는 뜻으로, 불러도 안 오는 사람을 꾸짖어 이르는 말. "
이웃집 나그네도 손볼 날이 있다,아무리 가까운 사이일지라도 손님으로서 깍듯이 대접해야 할 때가 있음을 이르는 말. 
이웃집 며느리 흉도 많다,늘 가까이 있고 잘 아는 사이일수록 상대편의 결점이 눈에 더 많이 띈다는 말. 
이웃집 무당 영하지 않다,가까이 살아 그 단점을 많이 알고 있어 훌륭하다고 생각하지 않음을 이르는 말. 
이웃집 새 처녀도 내 정지에 들여 세워 보아야 한다,「1」사람의 됨됨이는 겪어 보지 않고는 알 수 없음을 이르는 말. 「2」사람 고르기가 쉽지 않음을 비유적으로 이르는 말. 
이웃집 색시 믿고 장가 못 든다,상대편의 의사는 알지도 못하면서 제 나름대로 생각하여 행동하다가 일을 망치는 경우를 비유적으로 이르는 말. 
이웃집 장단에 덩달아 춤춘다,남의 것을 이용하여 자기의 이익을 꾀하는 경우를 비유적으로 이르는 말. 
이월 바람에 검은 쇠뿔이 오그라진다,이월에 부는 바람이 세참을 비유적으로 이르는 말. 
이월에 김칫독 터진다,이월 추위가 만만치 않음을 비유적으로 이르는 말. 
이 잡듯,샅샅이 뒤지어 찾는 모양을 비유적으로 이르는 말. 
이 장떡이 큰가 저 장떡이 큰가,"남보다 더 먹기 위하여 방에 들어갈까 부엌에 들어갈까 타산한다는 뜻으로, 어느 쪽이 더 이익이 많을까 하고 잇속을 따지느라 망설임을 비유적으로 이르는 말. "
이 절도 못 믿고 저 절도 못 믿겠다,이것도 저것도 다 믿을 수 없고 어찌하여야 할지 모름을 비유적으로 이르는 말. 
이 팽이가 돌면 저 팽이도 돈다,이곳의 시세가 변하면 저곳의 시세도 변한다는 말. 
이 핑계 저 핑계,어떤 일을 하지 않기 위하여 이것저것 대는 여러 가지 핑계. 
익은 감도 떨어지고 선 감도 떨어진다,"늙어서 죽는 사람도 있고 젊어서 죽는 사람도 있다는 뜻으로, 사람은 자기 명에 따라 죽게 마련임을 비유적으로 이르는 말. "
익은 밥 먹고 선소리한다,사리에 맞지 않은 말을 하는 경우를 비유적으로 이르는 말. 
익은 밥이 날로 돌아갈 수 없다,일이 이미 글렀기 때문에 후회해도 소용없음을 비유적으로 이르는 말. 
인둘리다,여러 사람의 운김에 정신이 휘둘리며 어지럽다. 
인간 같지 않다,사람으로서 마땅히 지녀야 할 품행이나 덕성이 없다. 
인간 구제는 지옥 밑[늧]이라,사람을 곤경에서 구해 주고도 도리어 그로부터 해를 입게 되는 경우가 많음을 비유적으로 이르는 말. 
인간 만사는 새옹지마라,"인간의 길흉화복은 돌고 돈다는 뜻으로, 인생의 덧없음을 비유적으로 이르는 말. "
인간은 고해,괴롭고 힘든 인생살이를 비유적으로 이르는 말. 
인간은 만물의 척도,인간이 모든 것을 판단하는 기준이 됨을 이르는 말. 
인걸은 지령라,땅이 좋아야 훌륭한 인물이 난다는 말. 
인경 꼭지가 말랑말랑하거든,"인경 꼭지가 말랑말랑해지는지 만져 보라는 뜻으로, 영영 될 수 없거나 도저히 가능하지 않은 상황을 비유적으로 이르는 말. "
인경 꼭지나 만져 보아라,"인경 꼭지가 말랑말랑해지는지 만져 보라는 뜻으로, 영영 될 수 없거나 도저히 가능하지 않은 상황을 비유적으로 이르는 말. "
인두겁쓰다[뒤집어쓰다],"겉으로만 사람의 형상을 하였다는 뜻으로, 행실이나 바탕이 사람답지 못함을 이르는 말. "
인물 좋으면 천하일색 양 귀비,"얼굴이 잘생겼음을 말하는 자리에서 얼굴이 잘생겼으면 얼마나 잘생겼느냐, 기껏해야 양 귀비만큼이나 하겠느냐고 반문하는 말. "
인부정타다,부정한 사람으로 인하여 탈이 나다. 
인사는 관 뚜껑 덮고 나서 결정된다,"사람의 옳고 그름, 좋고 나쁨은 그 사람이 죽은 뒤에야 비로소 알 수 있다는 말. "
인사를 붙이다,처음 만나는 사람끼리 이름을 통하여 자기를 소개하다. 
인사 알고 똥 싼다,사리를 아는 사람이 당치 않은 행동을 하는 경우를 비난조로 이르는 말. 
인상긁다,(낮잡는 뜻으로) 언짢거나 성나거나 하여 험악한 표정이나 좋지 아니한 표정을 짓다. 
인상쓰다,언짢거나 성나거나 하여 험악한 표정이나 좋지 아니한 표정을 짓다. 
인상이 쓰이다,언짢거나 성나거나 하여 험악한 표정이나 좋지 아니한 표정이 지어지다. 
인색한 부자가 손쓰는 가난뱅이보다 낫다,"가난한 사람은 마음씨가 곱고 동정심이 많아도 남을 도와주기란 쉽지 않음에 비하여, 부자는 인색하여도 남는 것이 있어 없는 사람이 물질적 도움을 입을 수 있음을 이르는 말. "
인생 겨우 오십 년,사람의 한평생이 극히 짧음. 
인생 백 년에 고락이 상반이라,인생살이에 괴로운 일과 좋은 일이 반반임을 이르는 말. 
인생은 뿌리 없는 평초,"사람이 살아간다고 하는 것은 마치 물 위에 떠도는 개구리밥과 같다는 뜻으로, 인생이란 허무하고 믿을 수 없는 것임을 비유적으로 이르는 말. "
인심사다,남에게 좋은 평을 얻다. 
인심쓰다,필요 이상으로 남에게 후하게 대하다. 
인심얻다,남에게 좋은 평을 얻다. 
